Id,Temperature (K),Pressure (kPa),Phase,N Components,Density Value (g / ml),Density Uncertainty (g / ml),Source,Component 1,Mole Fraction 1,Exact Amount 1,Role 1,Component 2,Mole Fraction 2,Exact Amount 2,Role 2,EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol)
6315,298.15,101.325,Liquid,1,0.7866000000000002,,10.1016/j.jct.2015.09.010,CO,1.0,0,Solvent,,,,,,
6316,298.15,101.325,Liquid,1,0.6208900000000002,,10.1016/j.fluid.2013.11.026,CCCCC,1.0,0,Solvent,,,,,,
6317,298.15,101.325,Liquid,1,1.0764700000000005,,10.1016/j.fluid.2014.01.019,Cc1ccccc1Cl,1.0,0,Solvent,,,,,,
6318,298.15,101.325,Liquid,1,1.0332000000000003,,10.1016/j.fluid.2009.02.011,Cn1ccnc1,1.0,0,Solvent,,,,,,
6319,298.15,101.325,Liquid,1,0.9141500000000002,,10.1021/je200093f,CN1CCOCC1,1.0,0,Solvent,,,,,,
6320,298.15,101.325,Liquid,1,0.93618,,10.1021/je1002626,CNCCO,1.0,0,Solvent,,,,,,
6321,298.05,101.0,Liquid,1,1.6918700000000002,,10.1021/je060200b,BrCCCCCBr,1.0,0,Solvent,,,,,,
6322,298.15,101.325,Liquid,1,1.0230000000000004,,10.1016/j.fluid.2006.09.014,CC(=O)c1ccccc1,1.0,0,Solvent,,,,,,
6323,298.15,101.325,Liquid,1,0.7228140000000002,,10.1016/j.jct.2013.09.026,CCN(CC)CC,1.0,0,Solvent,,,,,,
6324,298.15,101.325,Liquid,1,0.7805660000000002,,10.1016/j.fluid.2014.06.005,CC(C)(C)O,1.0,0,Solvent,,,,,,
6325,298.15,101.325,Liquid,1,0.9270100000000002,,10.1021/je9005618,COC(C)=O,1.0,0,Solvent,,,,,,
6326,298.15,101.325,Liquid,1,0.9363,,10.1016/j.jct.2004.11.015,CC(=O)N(C)C,1.0,0,Solvent,,,,,,
6327,298.15,101.325,Liquid,1,0.9822000000000004,,10.1021/je401098b,CNc1ccccc1,1.0,0,Solvent,,,,,,
6328,298.15,101.325,Liquid,1,0.7738000000000002,,10.1016/j.fluid.2013.10.033,C1CCCCC1,1.0,0,Solvent,,,,,,
6329,298.15,101.325,Liquid,1,0.9659000000000002,,10.1021/je8006265,c1cc[nH]c1,1.0,0,Solvent,,,,,,
6330,298.15,101.325,Liquid,1,0.9828500000000002,,10.1016/j.fluid.2015.04.031,c1ccncc1,1.0,0,Solvent,,,,,,
6331,298.15,101.325,Liquid,1,0.94381,,10.1021/je049953t,CN(C)C=O,1.0,0,Solvent,,,,,,
6332,298.15,101.325,Liquid,1,0.7995500000000001,,10.1016/j.fluid.2013.01.020,CC(=O)C(C)C,1.0,0,Solvent,,,,,,
6333,298.15,101.325,Liquid,1,1.0117900000000002,,10.1016/j.fluid.2015.06.041,NCCO,1.0,0,Solvent,,,,,,
6334,298.15,101.325,Liquid,1,1.0932210000000002,,10.1021/je300938w,OCCNCCO,1.0,0,Solvent,,,,,,
6335,298.15,101.325,Liquid,1,1.1209900000000004,,10.1021/je900064e,OCCN(CCO)CCO,1.0,0,Solvent,,,,,,
6336,298.15,101.325,Liquid,1,0.8646000000000003,,10.1016/j.fluid.2009.10.018,C1CCNCC1,1.0,0,Solvent,,,,,,
6337,298.15,101.0,Liquid,1,2.1691370000000005,,10.1007/s10765-010-0874-x,BrCCBr,1.0,0,Solvent,,,,,,
6338,298.15,101.325,Liquid,1,0.7650200000000001,,10.1016/j.fluid.2013.10.033,CC1CCCCC1,1.0,0,Solvent,,,,,,
6339,298.15,101.325,Liquid,1,0.6879000000000002,,10.1016/j.fluid.2012.06.031,CC(C)CC(C)(C)C,1.0,0,Solvent,,,,,,
6340,298.15,101.325,Liquid,1,0.9893000000000002,,10.1021/je050085p,COc1ccccc1,1.0,0,Solvent,,,,,,
6341,298.15,101.325,Liquid,1,0.91417,,10.1016/j.jct.2005.03.020,CCOC=O,1.0,0,Solvent,,,,,,
6342,298.15,101.325,Liquid,1,0.9942800000000002,,10.1007/s10765-010-0717-9,OC1=NCCC1,1.0,0,Solvent,,,,,,
6343,298.15,101.325,Liquid,1,0.9942800000000002,,10.1016/j.tca.2008.06.004,Cc1ccccc1N,1.0,0,Solvent,,,,,,
6344,298.15,101.325,Liquid,1,0.9988000000000002,,10.1021/je050209y,CNC=O,1.0,0,Solvent,,,,,,
6345,298.15,101.325,Liquid,1,1.0713,,10.1016/j.jct.2007.11.010,OCCN1CCOCC1,1.0,0,Solvent,,,,,,
6346,298.15,101.325,Liquid,1,1.0590000000000002,,10.1016/j.fluid.2007.05.013,C1COCO1,1.0,0,Solvent,,,,,,
6347,298.15,101.325,Liquid,1,1.0282300000000002,,10.1016/j.tca.2013.04.011,CN1CCCC1=O,1.0,0,Solvent,,,,,,
6348,297.98,101.325,Liquid,1,1.9702200000000003,,10.1007/s10765-009-0610-6,BrCCCBr,1.0,0,Solvent,,,,,,
6349,295.15,101.325,Liquid,1,1.8194400000000004,,10.1016/j.jct.2005.07.009,BrCCCCBr,1.0,0,Solvent,,,,,,
6350,298.15,101.325,Liquid,1,0.8998000000000002,,10.1016/j.fluid.2005.05.012,CN1CCNCC1,1.0,0,Solvent,,,,,,
6351,298.15,101.325,Liquid,1,0.9398000000000002,,10.1016/j.jct.2004.11.015,Cc1ccccn1,1.0,0,Solvent,,,,,,
6352,298.15,101.325,Liquid,1,0.9526100000000004,,10.1021/je200093f,Cc1cccnc1,1.0,0,Solvent,,,,,,
6353,298.15,101.325,Liquid,1,0.8715330000000002,,10.1016/j.jct.2012.02.039,CC(C)CCl,1.0,0,Solvent,,,,,,
6354,298.15,101.325,Liquid,1,0.7182300000000001,,10.1016/j.fluid.2013.01.020,CC(C)OC(C)C,1.0,0,Solvent,,,,,,
6355,298.15,101.325,Liquid,1,0.8370960000000002,,10.1016/j.jct.2012.02.039,CC(C)(C)Cl,1.0,0,Solvent,,,,,,
6356,298.15,101.325,Liquid,1,0.9498700000000002,,10.1021/je200093f,Cc1ccncc1,1.0,0,Solvent,,,,,,
6357,298.15,101.325,Liquid,1,0.9476200000000002,,10.1021/acs.jced.6b00606,O=C1CCCCCC1,1.0,0,Solvent,,,,,,
6358,298.15,101.325,Liquid,1,0.9855000000000004,,10.1021/je300280s,CC(=O)C(C)=O,1.0,0,Solvent,,,,,,
6359,298.15,101.325,Liquid,1,0.8486400000000002,,10.1021/je300280s,CC/C=C\CCO,1.0,0,Solvent,,,,,,
6360,298.15,101.325,Liquid,1,1.2585200000000003,,10.1016/j.fluid.2014.06.015,OCC(O)CO,1.0,0,Solvent,,,,,,
6361,298.15,101.325,Liquid,1,0.9663800000000002,,10.1021/je200974r,COC=O,1.0,0,Solvent,,,,,,
6362,298.15,101.325,Liquid,1,0.8735700000000003,,10.1016/j.fluid.2013.10.033,c1ccccc1,1.0,0,Solvent,,,,,,
6363,298.15,101.325,Liquid,1,0.7359900000000001,,10.1016/j.jct.2005.07.017,COC(C)(C)C,1.0,0,Solvent,,,,,,
6364,298.15,101.325,Liquid,1,1.0496030000000005,,10.1021/je9003806,CCOC(=O)CC(=O)OCC,1.0,0,Solvent,,,,,,
6365,298.15,101.325,Liquid,1,1.0414000000000003,,10.1021/je049591p,OCc1ccccc1,1.0,0,Solvent,,,,,,
6366,298.15,101.325,Liquid,1,1.2463700000000002,,10.1016/j.fluid.2015.06.041,ClCCCl,1.0,0,Solvent,,,,,,
6367,298.15,101.325,Liquid,1,1.13332,,10.1016/j.jct.2005.03.020,ClCCCCCl,1.0,0,Solvent,,,,,,
6368,298.15,101.325,Liquid,1,1.0173,,10.1016/j.fluid.2010.08.010,Nc1ccccc1,1.0,0,Solvent,,,,,,
6369,298.15,101.325,Liquid,1,1.26683,,10.1021/je0501235,CCCCBr,1.0,0,Solvent,,,,,,
6370,298.15,101.325,Liquid,1,1.1008000000000002,,10.1021/je020186c,Clc1ccccc1,1.0,0,Solvent,,,,,,
6371,298.15,101.325,Liquid,1,1.0442000000000002,,10.1016/j.jct.2009.02.007,O=Cc1ccccc1,1.0,0,Solvent,,,,,,
6372,298.15,101.325,Liquid,1,0.8386800000000002,,10.1021/je1011339,C=C(C)[C@H]1CC=C(C)CC1,1.0,0,Solvent,,,,,,
6373,298.15,101.325,Liquid,1,0.7605700000000002,,10.1016/j.fluid.2005.04.003,CCOC(C)(C)CC,1.0,0,Solvent,,,,,,
6374,298.15,101.325,Liquid,1,0.9455480000000004,,10.1016/j.tca.2011.06.003,NCCNCCN,1.0,0,Solvent,,,,,,
6375,298.15,101.325,Liquid,1,0.8808170000000002,,10.1021/acs.jced.7b00042,CN(C)CCCO,1.0,0,Solvent,,,,,,
6376,298.15,101.325,Liquid,1,0.8126200000000002,,10.1021/je200093f,CN1CCCCC1,1.0,0,Solvent,,,,,,
6377,298.15,101.325,Liquid,1,0.9181900000000004,,10.1021/je200093f,Cc1cccc(C)n1,1.0,0,Solvent,,,,,,
6378,298.15,101.325,Liquid,1,0.7400000000000002,,10.1021/je8009336,C1CCCC1,1.0,0,Solvent,,,,,,
6379,298.15,101.325,Liquid,1,0.8691400000000002,,10.1021/je050001c,CCCCOC(=O)CCC,1.0,0,Solvent,,,,,,
6380,298.0,101.325,Liquid,1,0.9273600000000002,,10.1021/acs.jced.5b00922,NCCCNCCCN,1.0,0,Solvent,,,,,,
6381,298.15,101.325,Liquid,1,0.9406700000000002,,10.1016/j.jct.2015.04.034,CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,1.0,0,Solvent,,,,,,
6382,298.15,101.325,Liquid,1,0.6693400000000002,,10.1021/acs.jced.6b00905,C=CCCCC,1.0,0,Solvent,,,,,,
6383,298.15,101.325,Liquid,1,0.9960000000000002,,10.1021/je020191g,C1COCCN1,1.0,0,Solvent,,,,,,
6384,298.15,101.325,Liquid,1,1.1783400000000002,,10.1016/j.jct.2005.03.020,ClCCCCl,1.0,0,Solvent,,,,,,
6385,298.15,101.0,Liquid,2,0.9038110000000004,,10.1016/j.fluid.2010.05.001,CN1CCCCC1,0.2452,0,Solvent,O,0.7548,0.0,Solvent,,
6386,298.15,101.0,Liquid,2,0.8581580000000002,,10.1016/j.fluid.2010.05.001,CN1CCCCC1,0.505,0,Solvent,O,0.495,0.0,Solvent,,
6387,298.15,101.0,Liquid,2,0.8260470000000002,,10.1016/j.fluid.2010.05.001,CN1CCCCC1,0.7907,0,Solvent,O,0.2093,0.0,Solvent,,
6388,298.15,101.3,Liquid,2,0.9590000000000002,,10.1021/acs.jced.6b00888,CN(C)CCO,0.26433,0,Solvent,O,0.73567,0.0,Solvent,,
6389,298.15,101.3,Liquid,2,0.9237220000000002,,10.1016/j.jct.2004.11.016,CN(C)CCO,0.5077,0,Solvent,O,0.4923,0.0,Solvent,,
6390,298.15,101.3,Liquid,2,0.8989030000000002,,10.1016/j.jct.2004.11.016,CN(C)CCO,0.7652,0,Solvent,O,0.2348,0.0,Solvent,,
6391,298.15,101.0,Liquid,2,,,10.1016/j.jct.2007.03.010,CN(C)CCO,0.2052,0,Solvent,O,0.7948,0.0,Solvent,-2.587,
6392,298.15,101.0,Liquid,2,,,10.1016/j.jct.2007.03.010,CN(C)CCO,0.5365,0,Solvent,O,0.4635,0.0,Solvent,-2.575,
6393,298.15,101.0,Liquid,2,,,10.1016/j.jct.2007.03.010,CN(C)CCO,0.7996,0,Solvent,O,0.2004,0.0,Solvent,-1.247,
6394,298.15,101.0,Liquid,2,0.9615690000000002,,10.1021/je301371p,CCN(CC)CCO,0.19329,0,Solvent,O,0.80671,0.0,Solvent,,
6395,303.15,100.0,Liquid,2,,,10.1016/j.jct.2015.04.030,CCN(CC)CCO,0.2008,0,Solvent,O,0.7992,0.0,Solvent,-2.185,
6396,303.15,100.0,Liquid,2,,,10.1016/j.jct.2015.04.030,CCN(CC)CCO,0.5002,0,Solvent,O,0.4998,0.0,Solvent,-2.504,
6397,303.15,100.0,Liquid,2,,,10.1016/j.jct.2015.04.030,CCN(CC)CCO,0.7003,0,Solvent,O,0.2997,0.0,Solvent,-1.75,
6398,298.15,101.0,Liquid,2,1.0301000000000002,,10.1016/j.jct.2012.06.015,Cn1ccnc1,0.2167,0,Solvent,O,0.7833,0.0,Solvent,,
6399,298.15,101.0,Liquid,2,1.0416,,10.1016/j.jct.2012.06.015,Cn1ccnc1,0.4982,0,Solvent,O,0.5018,0.0,Solvent,,
6400,298.15,101.0,Liquid,2,1.0360000000000005,,10.1016/j.jct.2012.06.015,Cn1ccnc1,0.7795,0,Solvent,O,0.2205,0.0,Solvent,,
6401,298.14,101.325,Liquid,2,1.0522550000000004,,10.1021/je030120x,CN(CCO)CCO,0.2571,0,Solvent,O,0.7429,0.0,Solvent,,
6402,298.15,101.325,Liquid,2,1.048636,,10.1021/je030120x,CN(CCO)CCO,0.4849,0,Solvent,O,0.5151,0.0,Solvent,,
6403,298.15,101.325,Liquid,2,1.0405100000000005,,10.1021/je030120x,CN(CCO)CCO,0.743,0,Solvent,O,0.257,0.0,Solvent,,
6404,313.15,101.0,Liquid,2,,,10.1016/j.jct.2007.03.010,CN(CCO)CCO,0.2593,0,Solvent,O,0.7407,0.0,Solvent,-2.271,
6405,313.15,101.0,Liquid,2,,,10.1016/j.jct.2007.03.010,CN(CCO)CCO,0.4941,0,Solvent,O,0.5059,0.0,Solvent,-2.072,
6406,313.15,101.0,Liquid,2,,,10.1016/j.jct.2015.06.006,CN(CCO)CCO,0.7411,0,Solvent,O,0.2589,0.0,Solvent,-1.154,
6407,298.15,101.0,Liquid,2,0.9960300000000002,,10.1021/je060457+,CNCCO,0.1987,0,Solvent,O,0.8013,0.0,Solvent,,
6408,298.15,101.0,Liquid,2,0.9688100000000002,,10.1021/je060457+,CNCCO,0.5041,0,Solvent,O,0.4959,0.0,Solvent,,
6409,298.15,101.0,Liquid,2,0.9466300000000002,,10.1021/je060457+,CNCCO,0.8009,0,Solvent,O,0.1991,0.0,Solvent,,
6410,298.15,101.0,Liquid,2,,,10.1016/j.jct.2007.03.010,CNCCO,0.1992,0,Solvent,O,0.8008,0.0,Solvent,-2.243,
6411,298.15,101.0,Liquid,2,,,10.1016/j.jct.2007.03.010,CNCCO,0.5017,0,Solvent,O,0.4983,0.0,Solvent,-2.508,
6412,298.15,101.0,Liquid,2,,,10.1016/j.jct.2007.03.010,CNCCO,0.7988,0,Solvent,O,0.2012,0.0,Solvent,-1.219,
6413,298.15,100.0,Liquid,2,1.0810000000000002,,10.1021/je300345m,O,0.7144,0,Solvent,OCCNCCO,0.2856,0.0,Solvent,,
6414,298.15,100.0,Liquid,2,1.0880000000000003,,10.1021/je300345m,O,0.5933,0,Solvent,OCCNCCO,0.4067,0.0,Solvent,,
6415,293.15,101.0,Liquid,2,1.0963670000000003,,10.1016/j.tca.2012.01.007,O,0.299958,0,Solvent,OCCNCCO,0.700042,0.0,Solvent,,
6416,298.15,101.0,Liquid,2,,,10.1016/j.jct.2007.03.010,O,0.7057,0,Solvent,OCCNCCO,0.2943,0.0,Solvent,-2.079,
6417,298.15,101.0,Liquid,2,,,10.1016/j.jct.2007.03.010,O,0.5031,0,Solvent,OCCNCCO,0.4969,0.0,Solvent,-1.916,
6418,298.15,101.0,Liquid,2,,,10.1016/j.jct.2007.03.010,O,0.2579,0,Solvent,OCCNCCO,0.7421,0.0,Solvent,-1.091,
6419,298.15,101.3,Liquid,2,1.0747210000000005,,10.1021/je050463q,O,0.892217,0,Solvent,OCCN(CCO)CCO,0.107783,0.0,Solvent,,
6420,303.15,100.0,Liquid,2,,,10.1016/j.jct.2015.04.030,O,0.7937,0,Solvent,OCCN(CCO)CCO,0.2063,0.0,Solvent,-1.289,
6421,303.15,100.0,Liquid,2,,,10.1016/j.jct.2015.04.030,O,0.5098,0,Solvent,OCCN(CCO)CCO,0.4902,0.0,Solvent,-1.221,
6422,303.15,100.0,Liquid,2,,,10.1016/j.jct.2015.04.030,O,0.29,0,Solvent,OCCN(CCO)CCO,0.71,0.0,Solvent,-0.839,
6423,298.15,101.0,Liquid,2,0.7005900000000002,,10.1021/je2011314,CC(C)CC(C)(C)C,0.5009,0,Solvent,CC(C)OC(C)C,0.4991,0.0,Solvent,,
6424,298.15,100.8,Liquid,2,0.6937500000000002,,10.1021/je050367p,CC(C)CC(C)(C)C,0.75,0,Solvent,CC(C)OC(C)C,0.25,0.0,Solvent,,
6425,298.15,100.8,Liquid,2,0.7090800000000002,,10.1021/je050367p,CC(C)CC(C)(C)C,0.25,0,Solvent,CC(C)OC(C)C,0.75,0.0,Solvent,,
6426,303.15,101.0,Liquid,2,,,10.1021/je9001416,CC(C)CC(C)(C)C,0.7748,0,Solvent,CC(C)OC(C)C,0.2252,0.0,Solvent,0.132161,
6427,303.15,101.0,Liquid,2,,,10.1021/je9001416,CC(C)CC(C)(C)C,0.5125,0,Solvent,CC(C)OC(C)C,0.4875,0.0,Solvent,0.197047,
6428,303.15,101.0,Liquid,2,,,10.1021/je9001416,CC(C)CC(C)(C)C,0.2693,0,Solvent,CC(C)OC(C)C,0.7307,0.0,Solvent,0.158983,
6429,298.15,101.0,Liquid,2,1.0958900000000005,,10.1021/je700672f,O,0.699,0,Solvent,OCCOCCO,0.301,0.0,Solvent,,
6430,298.15,101.0,Liquid,2,1.1070700000000002,,10.1021/je700672f,O,0.4994,0,Solvent,OCCOCCO,0.5006,0.0,Solvent,,
6431,298.15,101.0,Liquid,2,1.1111900000000003,,10.1021/je700672f,O,0.2997,0,Solvent,OCCOCCO,0.7003,0.0,Solvent,,
6432,298.15,101.0,Liquid,2,,,10.1016/j.tca.2009.06.004,O,0.2094,0,Solvent,OCCOCCO,0.7906,0.0,Solvent,-0.521,
6433,298.15,101.0,Liquid,2,,,10.1016/j.tca.2009.06.004,O,0.6996,0,Solvent,OCCOCCO,0.3004,0.0,Solvent,-1.245,
6434,298.15,101.0,Liquid,2,,,10.1021/je400158p,O,0.499,0,Solvent,OCCOCCO,0.501,0.0,Solvent,-1.149,
6435,298.15,101.0,Liquid,2,0.9013100000000002,,10.1021/je201010s,CC(C)O,0.231278,0,Solvent,O,0.768722,0.0,Solvent,,
6436,298.15,101.0,Liquid,2,0.8030100000000002,,10.1021/je201010s,CC(C)O,0.764357,0,Solvent,O,0.235643,0.0,Solvent,,
